dateData;groupe;editeur;progiciel;nbPsFacturation
202112;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1857
202112;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;1
202112;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1322
202112;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;501
202112;total;total;total;3824
202112;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;143
202201;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1868
202201;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;1
202201;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1301
202201;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;488
202201;total;total;total;3802
202201;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;144
202202;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1895
202202;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;1
202202;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1299
202202;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;467
202202;total;total;total;3810
202202;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;148
202203;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1943
202203;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;1
202203;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1303
202203;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;430
202203;total;total;total;3827
202203;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;150
202204;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1950
202204;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;1
202204;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1293
202204;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;423
202204;total;total;total;3814
202204;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;147
202205;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1993
202205;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;1
202205;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1298
202205;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;407
202205;total;total;total;3847
202205;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;148
202206;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;2042
202206;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;1
202206;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1298
202206;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;395
202206;total;total;total;3882
202206;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;146
202207;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;2078
202207;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;1
202207;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1291
202207;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;351
202207;total;total;total;3879
202207;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;158
202208;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;2047
202208;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;1
202208;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1319
202208;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;349
202208;total;total;total;3876
202208;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;160
202209;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;2041
202209;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;1
202209;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1326
202209;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;333
202209;total;total;total;3872
202209;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;171
202210;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;2049
202210;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;1
202210;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1337
202210;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;325
202210;total;total;total;3890
202210;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;178
202211;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;2083
202211;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;1
202211;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1342
202211;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;307
202211;total;total;total;3924
202211;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;191
202212;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;2117
202212;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;1
202212;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1334
202212;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;298
202212;total;total;total;3937
202212;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;187
202301;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;2162
202301;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;1
202301;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1331
202301;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;265
202301;total;total;total;3941
202301;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;182
202302;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;2207
202302;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;1
202302;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1314
202302;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;247
202302;total;total;total;3951
202302;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;182
